name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
test/unicode/word-boundary/unicode-join-control,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,1.15s,310.00ns,10.00ns,323.00ns,528.00ns,280.00ns,121.03us
test/unicode/word-boundary/unicode-join-control,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,1.10s,300.00ns,0.00ns,299.00ns,19.00ns,290.00ns,3.96us
test/unicode/word-boundary/unicode-mark,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,1.12s,290.00ns,0.00ns,291.00ns,29.00ns,270.00ns,5.34us
test/unicode/word-boundary/unicode-mark,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,1.10s,290.00ns,10.00ns,289.00ns,24.00ns,270.00ns,8.33us
test/unicode/word-boundary/unicode-decimal-number,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,1.10s,300.00ns,0.00ns,303.00ns,22.00ns,280.00ns,4.88us
test/unicode/word-boundary/unicode-decimal-number,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,1.11s,290.00ns,0.00ns,293.00ns,25.00ns,280.00ns,15.28us
test/unicode/word-boundary/unicode-connector-punctuation,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,1.11s,290.00ns,0.00ns,297.00ns,30.00ns,280.00ns,14.16us
test/unicode/word-boundary/unicode-connector-punctuation,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,1.12s,290.00ns,0.00ns,295.00ns,428.00ns,280.00ns,144.23us
test/unicode/word/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,603.81ms,40.00ns,0.00ns,37.00ns,9.00ns,30.00ns,3.44us
test/unicode/word/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,553.26ms,40.00ns,0.00ns,38.00ns,182.00ns,30.00ns,117.70us
test/unicode/word/unicode-alphabetic,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,603.97ms,50.00ns,0.00ns,48.00ns,9.00ns,40.00ns,4.03us
test/unicode/word/unicode-alphabetic,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,604.30ms,50.00ns,0.00ns,47.00ns,12.00ns,40.00ns,5.36us
test/unicode/word/unicode-join-control,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,605.12ms,50.00ns,0.00ns,48.00ns,8.00ns,40.00ns,3.19us
test/unicode/word/unicode-join-control,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,605.99ms,50.00ns,0.00ns,48.00ns,10.00ns,40.00ns,4.82us
test/unicode/word/unicode-mark,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,603.42ms,50.00ns,0.00ns,48.00ns,12.00ns,40.00ns,5.05us
test/unicode/word/unicode-mark,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,602.76ms,50.00ns,0.00ns,46.00ns,12.00ns,40.00ns,4.02us
test/unicode/word/unicode-decimal-number,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,603.48ms,50.00ns,0.00ns,48.00ns,17.00ns,40.00ns,13.29us
test/unicode/word/unicode-decimal-number,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,602.94ms,50.00ns,0.00ns,48.00ns,258.00ns,40.00ns,150.46us
test/unicode/word/unicode-connector-punctuation,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,599.08ms,50.00ns,0.00ns,49.00ns,8.00ns,40.00ns,3.16us
test/unicode/word/unicode-connector-punctuation,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,603.98ms,50.00ns,0.00ns,47.00ns,14.00ns,40.00ns,8.06us
unicode/codepoints/any-one,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,138,4.56s,21.37ms,61.49us,21.89ms,1.32ms,21.21ms,26.86ms
unicode/codepoints/any-one,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,139,4.56s,21.73ms,53.81us,21.73ms,70.95us,21.60ms,21.95ms
unicode/codepoints/any-all,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,259,4.56s,11.55ms,53.92us,11.60ms,155.73us,11.48ms,13.30ms
unicode/codepoints/any-all,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,251,4.56s,11.93ms,15.59us,11.99ms,208.18us,11.79ms,13.04ms
unicode/codepoints/letters-one,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,7,5.01s,449.13ms,279.93us,449.08ms,384.87us,448.50ms,449.81ms
unicode/codepoints/letters-one,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,7,5.06s,461.49ms,3.12ms,461.33ms,2.78ms,457.33ms,464.64ms
unicode/codepoints/letters-alt,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,7,4.96s,446.09ms,155.41us,446.27ms,528.74us,445.74ms,447.51ms
unicode/codepoints/letters-alt,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,7,4.96s,448.10ms,49.03us,448.15ms,246.51us,447.94ms,448.73ms
unicode/codepoints/letters-lower-or-upper,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,544,4.56s,5.51ms,11.98us,5.52ms,17.96us,5.48ms,5.60ms
unicode/codepoints/letters-lower-or-upper,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,540,4.56s,5.56ms,15.23us,5.56ms,69.16us,5.47ms,6.69ms
unicode/codepoints/contiguous-greek,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,527,4.56s,5.69ms,9.08us,5.70ms,45.99us,5.63ms,6.02ms
unicode/codepoints/contiguous-greek,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,549,4.56s,5.46ms,9.36us,5.47ms,15.60us,5.45ms,5.53ms
unicode/compile/one-letter,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,16804,4.56s,161.51us,840.00ns,161.77us,2.07us,157.74us,243.17us
unicode/compile/one-letter,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,17351,4.51s,155.73us,830.00ns,156.40us,5.58us,151.92us,423.65us
unicode/compile/fifty-letters,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,408,4.56s,7.05ms,94.83us,7.07ms,108.45us,6.91ms,7.43ms
unicode/compile/fifty-letters,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,398,4.56s,7.23ms,124.42us,7.21ms,149.00us,6.97ms,7.69ms
unicode/compile/fifty-letters-ascii,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,79779,4.56s,13.92us,130.00ns,14.09us,919.00ns,13.13us,33.72us
unicode/compile/fifty-letters-ascii,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,81785,4.56s,13.33us,100.00ns,13.39us,500.00ns,12.82us,34.55us
unicode/compile/match-every-line,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,47257,4.56s,62.17us,420.00ns,62.57us,3.39us,59.01us,229.17us
unicode/compile/match-every-line,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,47662,4.56s,61.92us,291.00ns,62.12us,1.55us,60.63us,125.01us
unicode/compile/match-every-line-ascii,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,193350,4.62s,14.76us,111.00ns,14.78us,258.00ns,14.05us,26.99us
unicode/compile/match-every-line-ascii,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,192555,4.61s,14.72us,110.00ns,14.79us,1.09us,14.09us,141.71us
unicode/compile/negated-class-matches-codepoint,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,64204,4.56s,45.93us,171.00ns,46.02us,705.00ns,45.08us,98.63us
unicode/compile/negated-class-matches-codepoint,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,60790,4.56s,47.93us,211.00ns,48.58us,3.18us,46.53us,171.05us
unicode/overlapping-words/ascii,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,61436,2709,4.51s,1.10ms,8.65us,1.11ms,19.85us,1.08ms,1.29ms
unicode/overlapping-words/ascii,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,61436,2765,4.51s,1.08ms,2.43us,1.08ms,5.00us,1.07ms,1.16ms
unicode/overlapping-words/english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,61436,246,4.56s,12.26ms,154.42us,12.24ms,304.97us,11.97ms,14.80ms
unicode/overlapping-words/english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,61436,282,4.56s,10.66ms,20.21us,10.65ms,165.99us,10.49ms,13.26ms
unicode/overlapping-words/russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,61403,252,4.56s,12.05ms,49.62us,11.93ms,275.42us,11.41ms,14.52ms
unicode/overlapping-words/russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,61403,258,4.56s,11.60ms,32.20us,11.64ms,110.58us,11.48ms,11.99ms
unicode/word/boundary-any-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,412,4.51s,7.25ms,22.45us,7.28ms,140.74us,7.16ms,8.19ms
unicode/word/boundary-any-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,407,4.56s,7.38ms,16.25us,7.38ms,25.87us,7.32ms,7.47ms
unicode/word/boundary-any-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,83,4.56s,36.13ms,116.84us,36.19ms,333.69us,35.88ms,38.31ms
unicode/word/boundary-any-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,88,4.51s,34.11ms,114.18us,34.12ms,160.49us,33.81ms,34.60ms
unicode/word/boundary-long-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,3822,4.51s,775.97us,4.75us,785.00us,27.98us,770.23us,1.74ms
unicode/word/boundary-long-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,3770,4.51s,803.08us,9.66us,795.70us,18.16us,767.31us,1.02ms
unicode/word/boundary-long-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,129,4.56s,23.38ms,76.78us,23.38ms,136.81us,23.01ms,24.02ms
unicode/word/boundary-long-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,139,4.56s,21.70ms,79.69us,21.68ms,132.24us,21.41ms,22.10ms
unicode/word/around-holmes-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,265863,4.63s,11.04us,49.00ns,11.23us,1.06us,10.83us,32.45us
unicode/word/around-holmes-english,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,227770,4.63s,12.99us,150.00ns,13.11us,1.09us,12.26us,116.32us
unicode/word/around-holmes-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,118,4.56s,25.43ms,222.05us,25.60ms,558.23us,24.82ms,27.90ms
unicode/word/around-holmes-russian,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,126,4.56s,23.93ms,193.06us,23.94ms,290.34us,23.60ms,25.35ms
wild/bibleref/compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,7647,4.51s,356.13us,3.77us,359.92us,18.54us,344.88us,646.22us
wild/bibleref/compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,7634,4.51s,360.06us,2.28us,360.82us,7.33us,350.35us,557.80us
wild/bibleref/long,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,3508,4.51s,854.67us,1.28us,855.19us,3.19us,843.78us,870.74us
wild/bibleref/long,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,3572,4.51s,840.44us,2.08us,839.90us,4.91us,826.55us,858.25us
wild/bibleref/short,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,43,1000000,2.61s,1.05us,10.00ns,1.05us,58.00ns,0.97us,13.86us
wild/bibleref/short,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,43,1000000,2.61s,1.04us,10.00ns,1.04us,51.00ns,0.96us,8.37us
wild/bibleref/line,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,2467,4.51s,1.22ms,2.02us,1.22ms,5.49us,1.20ms,1.27ms
wild/bibleref/line,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,2551,4.51s,1.18ms,4.95us,1.18ms,6.56us,1.16ms,1.23ms
wild/caddy/caddy,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,107,1000000,1.05s,280.00ns,0.00ns,278.00ns,32.00ns,260.00ns,13.92us
wild/caddy/caddy,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,107,1000000,1.05s,280.00ns,0.00ns,280.00ns,34.00ns,260.00ns,9.97us
wild/dot-star-capture/rust-src-tools,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,207,4.56s,14.53ms,64.33us,14.55ms,95.06us,14.42ms,14.87ms
wild/dot-star-capture/rust-src-tools,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,209,4.56s,14.37ms,56.75us,14.41ms,139.51us,14.23ms,15.03ms
wild/grapheme/compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,6813,4.51s,404.01us,3.80us,415.27us,42.38us,391.79us,673.79us
wild/grapheme/compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,7169,4.51s,394.55us,2.02us,395.08us,3.78us,387.64us,468.00us
wild/grapheme/source-code,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,28,4.66s,108.78ms,497.31us,109.67ms,1.63ms,108.10ms,112.31ms
wild/grapheme/source-code,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,26,4.56s,115.95ms,286.08us,115.99ms,397.76us,115.33ms,116.91ms
wild/grapheme/codepoints,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4382592,145,4.56s,20.70ms,34.26us,20.71ms,57.99us,20.59ms,20.88ms
wild/grapheme/codepoints,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4382592,149,4.56s,20.24ms,45.24us,20.24ms,67.49us,20.08ms,20.45ms
wild/parol-veryl/ascii,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,150600,139,4.56s,21.67ms,24.61us,21.67ms,36.76us,21.59ms,21.76ms
wild/parol-veryl/ascii,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,150600,131,4.56s,22.96ms,26.19us,22.91ms,195.64us,21.57ms,23.07ms
wild/parol-veryl/unicode,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,150600,122,4.56s,24.70ms,45.66us,24.70ms,61.32us,24.56ms,24.85ms
wild/parol-veryl/unicode,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,150600,118,4.56s,25.53ms,96.41us,25.50ms,190.82us,24.42ms,25.74ms
wild/parol-veryl/multi-patternid-ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,150600,1093,4.51s,2.75ms,5.69us,2.75ms,14.29us,2.70ms,3.08ms
wild/parol-veryl/multi-patternid-ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,150600,1114,4.51s,2.69ms,5.27us,2.69ms,17.00us,2.68ms,3.14ms
wild/parol-veryl/multi-captures-ascii,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,150600,345,4.56s,8.70ms,16.32us,8.70ms,22.70us,8.65ms,8.81ms
wild/parol-veryl/multi-captures-ascii,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,150600,374,4.56s,8.02ms,12.28us,8.03ms,43.03us,7.99ms,8.77ms
wild/ruff/whitespace-around-keywords,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,26,4.66s,117.85ms,60.42us,117.85ms,83.55us,117.71ms,118.05ms
wild/ruff/whitespace-around-keywords,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,26,4.61s,116.70ms,53.05us,116.69ms,101.70us,116.45ms,116.88ms
wild/ruff/noqa,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,119,4.56s,25.26ms,22.81us,25.37ms,335.31us,25.03ms,26.73ms
wild/ruff/noqa,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,118,4.56s,25.46ms,27.60us,25.46ms,45.07us,25.40ms,25.64ms
wild/ruff/unnecessary-coding-comment,grep,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,113,4.56s,26.60ms,78.95us,26.63ms,108.82us,26.46ms,26.88ms
wild/ruff/unnecessary-coding-comment,grep,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,110,4.56s,27.48ms,36.29us,27.49ms,69.11us,27.31ms,27.77ms
wild/ruff/string-quote-prefix,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,145,4.56s,20.81ms,20.42us,20.81ms,30.22us,20.70ms,20.88ms
wild/ruff/string-quote-prefix,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,146,4.56s,20.63ms,23.73us,20.63ms,35.81us,20.55ms,20.75ms
wild/ruff/space-around-operator,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,33,4.66s,92.48ms,117.30us,92.74ms,1.49ms,91.98ms,101.06ms
wild/ruff/space-around-operator,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,34,4.61s,90.05ms,181.30us,90.11ms,246.19us,89.81ms,90.68ms
wild/ruff/shebang,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32514526,71,4.61s,42.45ms,111.60us,42.52ms,214.59us,42.27ms,43.38ms
wild/ruff/shebang,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32514526,75,4.56s,40.06ms,62.09us,40.01ms,114.95us,39.72ms,40.15ms
wild/rustsec-cargo-audit/original-unix,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,5266960,15564,4.56s,191.54us,640.00ns,192.70us,8.80us,187.71us,340.79us
wild/rustsec-cargo-audit/original-unix,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,5266960,15067,4.56s,198.38us,361.00ns,199.06us,1.68us,195.63us,225.55us
wild/rustsec-cargo-audit/original-windows,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4644864,17465,4.56s,171.34us,899.00ns,171.72us,1.57us,169.80us,188.38us
wild/rustsec-cargo-audit/original-windows,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4644864,15305,4.56s,194.83us,871.00ns,195.97us,2.37us,192.49us,241.07us
wild/rustsec-cargo-audit/both-slashes,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,5266960,16121,4.56s,185.71us,761.00ns,186.04us,3.34us,183.17us,338.78us
wild/rustsec-cargo-audit/both-slashes,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,5266960,14799,4.56s,202.13us,280.00ns,202.67us,2.69us,198.57us,330.22us
wild/rustsec-cargo-audit/both-alternate,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,5266960,16181,4.56s,185.11us,749.00ns,185.35us,1.72us,182.73us,207.45us
wild/rustsec-cargo-audit/both-alternate,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,5266960,14570,4.56s,204.41us,2.37us,205.86us,3.39us,201.39us,272.41us
wild/url/compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,660,4.51s,4.27ms,34.78us,4.25ms,50.28us,4.14ms,4.36ms
wild/url/compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,658,4.51s,4.29ms,25.49us,4.27ms,48.87us,4.16ms,4.36ms
wild/url/search,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,31,4.61s,97.69ms,51.80us,97.69ms,85.23us,97.45ms,97.86ms
wild/url/search,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,31,4.61s,97.39ms,47.71us,97.39ms,73.92us,97.21ms,97.58ms
